"","site","species","family","bm","bm_se","den","den_se","l","l_se"
"1055","Turtle Bay","Pseudupeneus maculatus","Mullidae",53.9428569433333,46.4952824327681,0.833333333333333,0.645497224367903,15.5,1.5
"1056","Turtle Bay","Pterois sp.","Scorpaenidae",0,0,0,0,NA,NA
"1057","Turtle Bay","Rypticus saponaceus","Serranidae",0,0,0,0,NA,NA
"1058","Turtle Bay","Scarus guacamaia","Scaridae",0,0,0,0,NA,NA
"1059","Turtle Bay","Scarus iseri","Scaridae",0,0,0,0,NA,NA
"1060","Turtle Bay","Scarus iserti","Scaridae",113.660917559,47.1388815946551,4.5,1.45773797371133,11.7311111111111,0.205672639327406
"1061","Turtle Bay","Scarus taeniopterus","Scaridae",0,0,0,0,NA,NA
"1062","Turtle Bay","Scarus vetula","Scaridae",0,0,0,0,NA,NA
"1063","Turtle Bay","Scorpaena plumieri","Scorpaenidae",0,0,0,0,NA,NA
"1064","Turtle Bay","Serranus tigrinus","Serranidae",0,0,0,0,NA,NA
"1065","Turtle Bay","Sparisoma atomarium","Scaridae",0,0,0,0,NA,NA
"1066","Turtle Bay","Sparisoma aurofrenatum","Scaridae",316.830778993667,86.2396877026062,5.5,1.04083299973307,13.0027777777778,1.88951378552235
"1067","Turtle Bay","Sparisoma chrysopterum","Scaridae",21.76211775,21.76211775,0.166666666666667,0.166666666666667,21,NA
"1068","Turtle Bay","Sparisoma rubiprinne","Scaridae",29.5215038406667,18.1194113697252,0.833333333333333,0.645497224367903,15.75,5.25
"1069","Turtle Bay","Sparisoma rubripinne","Scaridae",0,0,0,0,NA,NA
"1070","Turtle Bay","Sparisoma viride","Scaridae",20.6498349881667,12.1019278659438,2.83333333333333,1.16666666666667,6.36875,1.61971496335003
"1071","Turtle Bay","Sphyraena barracuda","Sphyraenidae",0,0,0,0,NA,NA
"1072","Turtle Bay","Stegastes adustus ","Pomacentridae",0,0,0,0,NA,NA
"1073","Turtle Bay","Stegastes diencaeus","Pomacentridae",0,0,0,0,NA,NA
"1074","Turtle Bay","Stegastes leucostictus","Pomacentridae",0.283526020833333,0.195465771060555,0.333333333333333,0.204124145231932,3.5,0.5
"1075","Turtle Bay","Stegastes partitus","Pomacentridae",24.6412524783333,6.30372409635511,31.6666666666667,6.40095478989051,3.66984126984127,0.210423752715151
"1076","Turtle Bay","Stegastes planifrons","Pomacentridae",0,0,0,0,NA,NA
"1077","Turtle Bay","Stegastes variabilis","Pomacentridae",0,0,0,0,NA,NA
"1078","Turtle Bay","Synodus foetens","Synodontidae",12.90651979,12.90651979,0.166666666666667,0.166666666666667,22,NA
"1079","Turtle Bay","Synodus intermedius","Synodontidae",0,0,0,0,NA,NA
"1080","Turtle Bay","Thalassoma bifasciatum","Labridae",39.4205834623333,14.995328087126,63.8333333333333,10.4502791031309,3.5713352864868,0.247461831377597
"1081","Windward","Abudefduf saxatilis","Pomacentridae",389.07859271,298.627883591654,4.66666666666667,3.46209634630683,15.125,1.08733236255832
"1082","Windward","Acanthurus bahianus","Acanthuridae",569.686376678333,103.177490358652,9.16666666666667,1.55902391115581,16.0416738816739,0.163079174856489
"1083","Windward","Acanthurus chirurgus","Acanthuridae",223.195827243333,88.552858058031,2.83333333333333,1.07367489389376,16.1928571428571,0.696285089004546
"1084","Windward","Acanthurus coeruleus","Acanthuridae",424.747428612667,134.232096835372,4.66666666666667,1.19605834120061,14.7952380952381,1.05741094841703
"1085","Windward","Anisotremus surinamensis","Haemulidae",0,0,0,0,NA,NA
"1086","Windward","Aulostomus maculatus","Aulostomidae",6.24076281166667,6.24076281166667,0.166666666666667,0.166666666666667,37,NA
"1087","Windward","Bodianus rufus","Labridae",30.1228577333333,30.1228577333333,0.166666666666667,0.166666666666667,22,NA
"1088","Windward","Bothus lunatus","Bothidae",0,0,0,0,NA,NA
"1089","Windward","Calamus pennatula","Sparidae",45.4948953333333,45.4948953333333,0.333333333333333,0.333333333333333,20,NA
"1090","Windward","Cantherhines macrocerus","Monacanthidae",0,0,0,0,NA,NA
"1091","Windward","Cantherhines pullus","Monacanthidae",0,0,0,0,NA,NA
"1092","Windward","Canthigaster rostrata","Tetraodontidae",0,0,0,0,NA,NA
"1093","Windward","Caranx crysos","Carangidae",0,0,0,0,NA,NA
"1094","Windward","Caranx ruber","Carangidae",22.5078159333333,22.5078159333333,0.166666666666667,0.166666666666667,21,NA
"1095","Windward","Cephalopholis cruentata","Serranidae",0,0,0,0,NA,NA
"1096","Windward","Cephalopholis fulva","Serranidae",131.409286251667,47.1607122777648,1.5,0.311804782231162,19.2333333333333,1.87201614427986
"1097","Windward","Chaetodan striatus","Chaetodontidae",44.3333737933333,27.1485360924356,0.666666666666667,0.408248290463863,14,0
"1098","Windward","Chaetodon capistratus","Chaetodontidae",15.81210317,10.5414021133333,0.5,0.333333333333333,10,0
"1099","Windward","Chaetodon ocellatus","Chaetodontidae",0,0,0,0,NA,NA
"1100","Windward","Chromis cyanea","Pomacentridae",9.10579127116667,4.3093201712838,3.83333333333333,1.75989267349524,5.17748917748918,0.273482086096746
"1101","Windward","Chromis multilineata","Pomacentridae",46.4534474308333,24.946983098948,21.5,10.8602230384299,5.08087027914614,0.0638509816837822
"1102","Windward","Clepticus parrae","Labridae",0,0,0,0,NA,NA
"1103","Windward","Diodon hystrix","Diodontidae",127.916375916667,127.916375916667,0.166666666666667,0.166666666666667,27,NA
"1104","Windward","Epinephelus ascensionis","Serranidae",0,0,0,0,NA,NA
"1105","Windward","Epinephelus guttatus","Serranidae",0,0,0,0,NA,NA
"1106","Windward","Equetus punctatus","Sciaenidae",0,0,0,0,NA,NA
"1107","Windward","Gerres cinereus","Gerreidae",21.9282448833333,21.9282448833333,0.166666666666667,0.166666666666667,21,NA
"1108","Windward","Gramma loreto","Serranidae",0,0,0,0,NA,NA
"1109","Windward","Gymnothorax moringa","Muraenidae",0,0,0,0,NA,NA
"1110","Windward","Haemulon carbonarium","Haemulidae",0,0,0,0,NA,NA
"1111","Windward","Haemulon chrysargyreum","Haemulidae",48.8580783666667,24.865991445442,0.833333333333333,0.456435464587638,17,1.52752523165195
"1112","Windward","Haemulon flavolineatum","Haemulidae",543.905558333333,191.198739321059,6.16666666666667,3.1135902820449,19.4036363636364,0.871370156944351
"1113","Windward","Haemulon parra","Haemulidae",0,0,0,0,NA,NA
"1114","Windward","Haemulon plumieri","Haemulidae",0,0,0,0,NA,NA
"1115","Windward","Haemulon sciurus","Haemulidae",0,0,0,0,NA,NA
"1116","Windward","Haemulon spp.","Haemulidae",41.71108,41.71108,7,7,6.71428571428571,NA
"1117","Windward","Haemulton aurolineatum","Haemulidae",0,0,0,0,NA,NA
"1118","Windward","Halichoeres bivittatus","Labridae",54.686742635,28.6756144278113,6,1.5,8.65818181818182,1.68968088336328
"1119","Windward","Halichoeres garnoti","Labridae",126.454029520833,54.6598638428263,4.66666666666667,0.935414346693485,9.755,1.48008445704966
"1120","Windward","Halichoeres maculipinna ","Labridae",10.731499289,5.35154107681711,0.833333333333333,0.456435464587638,9.22222222222222,1.39221823179352
"1121","Windward","Halichoeres poeyi","Labridae",0,0,0,0,NA,NA
"1122","Windward","Halichoeres radiatus","Labridae",11.256063934,4.65008428669509,0.833333333333333,0.263523138347365,8.875,1.47725815843632
"1123","Windward","Heteropriacanthus cruentatus","Priacanthidae",0,0,0,0,NA,NA
"1124","Windward","Holacanthus ciliaris","Pomacanthidae",0,0,0,0,NA,NA
"1125","Windward","Holacanthus tricolour","Pomacanthidae",0,0,0,0,NA,NA
"1126","Windward","Holocentrus adsensionis","Holocentridae",87.2192047666667,87.2192047666667,0.666666666666667,0.666666666666667,19.75,NA
"1127","Windward","Holocentrus rufus","Holocentridae",9.49267351833333,9.49267351833333,0.166666666666667,0.166666666666667,19,NA
"1128","Windward","Hypoplectrus puella","Serranidae",0,0,0,0,NA,NA
"1129","Windward","Kyphosus sectatrix","Kyphosidae",0,0,0,0,NA,NA
"1130","Windward","Lactophrys bicaudalis","Ostraciidae",0,0,0,0,NA,NA
"1131","Windward","Lactophyrs triqueter","Ostraciidae",0,0,0,0,NA,NA
"1132","Windward","Lutjanus apodus","Lutjanidae",0,0,0,0,NA,NA
"1133","Windward","Lutjanus cyanopterus","Lutjanidae",0,0,0,0,NA,NA
"1134","Windward","Lutjanus jocu","Lutjanidae",0,0,0,0,NA,NA
"1135","Windward","Lutjanus mahogoni","Lutjanidae",41.331729405,27.0096161061342,0.333333333333333,0.204124145231932,20,2
"1136","Windward","Melichthys niger","Balistidae",0,0,0,0,NA,NA
"1137","Windward","Microspathodon chrysurus","Pomacentridae",65.7261953583333,17.7217477637499,1,0.311804782231162,14.125,0.515388203202208
"1138","Windward","Mulloidichthys martinicus","Mullidae",311.63117695,208.129955478428,2.5,1.90029237516523,22.3333333333333,1.45296631451356
"1139","Windward","Mycteroperca tigris","Serranidae",0,0,0,0,NA,NA
"1140","Windward","Myrichthys breviceps","Ophichthidae",0,0,0,0,NA,NA
"1141","Windward","Myripristis jacobus ","Holocentridae",5.133574575,5.133574575,0.166666666666667,0.166666666666667,13,NA
"1142","Windward","Ocyurus chrysurus","Lutjanidae",50.8031940166667,50.8031940166667,0.166666666666667,0.166666666666667,29,NA
"1143","Windward","Paranthias furcifer","Serranidae",0,0,0,0,NA,NA
"1144","Windward","Pomacanthus paru","Pomacanthidae",0,0,0,0,NA,NA
"1145","Windward","Pseudupeneus maculatus","Mullidae",32.7927820133333,20.5127395588429,0.5,0.333333333333333,17,1
"1146","Windward","Pterois sp.","Scorpaenidae",0,0,0,0,NA,NA
"1147","Windward","Rypticus saponaceus","Serranidae",0,0,0,0,NA,NA
"1148","Windward","Scarus guacamaia","Scaridae",0,0,0,0,NA,NA
"1149","Windward","Scarus iseri","Scaridae",0,0,0,0,NA,NA
"1150","Windward","Scarus iserti","Scaridae",109.259096586667,40.299216889932,3,1.13651514141549,13.9821428571429,0.21894731140178
"1151","Windward","Scarus taeniopterus","Scaridae",0,0,0,0,NA,NA
"1152","Windward","Scarus vetula","Scaridae",0,0,0,0,NA,NA
"1153","Windward","Scorpaena plumieri","Scorpaenidae",0,0,0,0,NA,NA
"1154","Windward","Serranus tigrinus","Serranidae",0,0,0,0,NA,NA
"1155","Windward","Sparisoma atomarium","Scaridae",0,0,0,0,NA,NA
"1156","Windward","Sparisoma aurofrenatum","Scaridae",130.312661013333,45.007665707496,1.66666666666667,0.52704627669473,16.8125,0.862258420273953
"1157","Windward","Sparisoma chrysopterum","Scaridae",72.43686545,72.43686545,0.333333333333333,0.333333333333333,24.5,NA
"1158","Windward","Sparisoma rubiprinne","Scaridae",0,0,0,0,NA,NA
"1159","Windward","Sparisoma rubripinne","Scaridae",0,0,0,0,NA,NA
"1160","Windward","Sparisoma viride","Scaridae",11.268752866,10.348832829039,0.833333333333333,0.456435464587638,8.22222222222222,3.90789008779311
"1161","Windward","Sphyraena barracuda","Sphyraenidae",0,0,0,0,NA,NA
"1162","Windward","Stegastes adustus ","Pomacentridae",0,0,0,0,NA,NA
"1163","Windward","Stegastes diencaeus","Pomacentridae",0,0,0,0,NA,NA
"1164","Windward","Stegastes leucostictus","Pomacentridae",0.468465822,0.371471668774676,0.333333333333333,0.204124145231932,4,1
"1165","Windward","Stegastes partitus","Pomacentridae",1.099334854,0.912620807225004,0.666666666666667,0.485912657903775,4.5,0.5
"1166","Windward","Stegastes planifrons","Pomacentridae",0,0,0,0,NA,NA
"1167","Windward","Stegastes variabilis","Pomacentridae",0,0,0,0,NA,NA
"1168","Windward","Synodus foetens","Synodontidae",0,0,0,0,NA,NA
"1169","Windward","Synodus intermedius","Synodontidae",0,0,0,0,NA,NA
"1170","Windward","Thalassoma bifasciatum","Labridae",125.326834680667,41.2702203439697,102.666666666667,18.5543495948764,4.53482571814151,0.388802341986538
